"SECTOR","STATE","POLLUTANT","POLLUTANT TYPE","EMISSIONS","UNIT OF MEASURE"
"Fuel Comb - Residential - Other","OK","Ammonia","CAP","1.79193586","TON"
"Fuel Comb - Residential - Oil","LA","Sulfur Dioxide","CAP","1.78920051","TON"
"Fuel Comb - Comm/Institutional - Other","FL","Ammonia","CAP","1.788479202","TON"
"Industrial Processes - Petroleum Refineries","WV","Ammonia","CAP","1.7869","TON"
"Fuel Comb - Residential - Oil","SD","Ammonia","CAP","1.78499973","TON"
"Mobile - Commercial Marine Vessels","WV","Ammonia","CAP","1.782670646141","TON"
"Fuel Comb - Comm/Institutional - Other","ME","Ammonia","CAP","1.78201565","TON"
"Waste Disposal","DC","Ammonia","CAP","1.78","TON"
"Fuel Comb - Residential - Other","NE","PM10 Primary (Filt + Cond)","CAP","1.77949409","TON"
"Fuel Comb - Residential - Other","CT","PM10 Primary (Filt + Cond)","CAP","1.774315","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","NM","Ammonia","CAP","1.774222685","TON"
"Fuel Comb - Electric Generation - Oil","NE","Ammonia","CAP","1.7718539","TON"
"Fires - Agricultural Field Burning","NY","Sulfur Dioxide","CAP","1.77077","TON"
"Fuel Comb - Residential - Other","MT","PM10 Primary (Filt + Cond)","CAP","1.77017165","TON"
"Fuel Comb - Comm/Institutional - Other","NH","Ammonia","CAP","1.77","TON"
"Solvent - Graphic Arts","CA","PM10 Primary (Filt + Cond)","CAP","1.7654071242","TON"
"Fuel Comb - Residential - Other","KY","PM2.5 Primary (Filt + Cond)","CAP","1.76529212","TON"
"Fuel Comb - Comm/Institutional - Other","VA","Ammonia","CAP","1.7629694575","TON"
"Industrial Processes - Non-ferrous Metals","MA","Carbon Monoxide","CAP","1.7573","TON"
"Fuel Comb - Residential - Oil","KS","Sulfur Dioxide","CAP","1.757249986","TON"
"Industrial Processes - Storage and Transfer","IN","Carbon Monoxide","CAP","1.75676","TON"
"Solvent - Graphic Arts","IN","Nitrogen Oxides","CAP","1.75332","TON"
"Miscellaneous Non-Industrial NEC","ID","Sulfur Dioxide","CAP","1.750679","TON"
"Mobile - Commercial Marine Vessels","RI","Ammonia","CAP","1.7478848347017","TON"
"Miscellaneous Non-Industrial NEC","ME","Sulfur Dioxide","CAP","1.7437155","TON"
"Fuel Comb - Residential - Other","TN","Ammonia","CAP","1.73337631","TON"
"Fuel Comb - Electric Generation - Other","HI","Ammonia","CAP","1.7274871139","TON"
"Fuel Comb - Residential - Other","MS","PM10 Primary (Filt + Cond)","CAP","1.72356104","TON"
"Fuel Comb - Electric Generation - Oil","WA","Carbon Monoxide","CAP","1.723","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","DC","Sulfur Dioxide","CAP","1.71918107","TON"
"Fuel Comb - Residential - Other","MD","Ammonia","CAP","1.7187364","TON"
"Fuel Comb - Residential - Other","WA","PM10 Primary (Filt + Cond)","CAP","1.71734665","TON"
"Fuel Comb - Electric Generation - Oil","AR","Volatile Organic Compounds","CAP","1.7170112704","TON"
"Mobile - Non-Road Equipment - Other","NM","Sulfur Dioxide","CAP","1.71597883193672200003728809995","TON"
"Fuel Comb - Comm/Institutional - Biomass","NH","Ammonia","CAP","1.71","TON"
"Industrial Processes - Ferrous Metals","KS","Ammonia","CAP","1.71","TON"
"Fuel Comb - Comm/Institutional - Other","TX","Ammonia","CAP","1.706280552041","TON"
"Fuel Comb - Comm/Institutional - Oil","AZ","Volatile Organic Compounds","CAP","1.705291953","TON"
"Solvent - Graphic Arts","CA","PM2.5 Primary (Filt + Cond)","CAP","1.7010418643","TON"
"Fuel Comb - Comm/Institutional - Other","WA","Sulfur Dioxide","CAP","1.7001526165","TON"
"Industrial Processes - Pulp & Paper","NJ","Sulfur Dioxide","CAP","1.6981","TON"
"Mobile - Non-Road Equipment - Other","KS","Sulfur Dioxide","CAP","1.68283887347039000002644426094","TON"
"Industrial Processes - Storage and Transfer","GA","Nitrogen Oxides","CAP","1.6818","TON"
"Mobile - Commercial Marine Vessels","WV","Sulfur Dioxide","CAP","1.68130018662","TON"
"Fuel Comb - Comm/Institutional - Coal","KY","Volatile Organic Compounds","CAP","1.68101293","TON"
"Fuel Comb - Residential - Other","MA","PM2.5 Primary (Filt + Cond)","CAP","1.67915924","TON"
"Fuel Comb - Residential - Natural Gas","NH","PM2.5 Primary (Filt + Cond)","CAP","1.67728652","TON"
"Fuel Comb - Residential - Other","NE","Ammonia","CAP","1.6767677","TON"
"Fuel Comb - Residential - Other","ME","PM10 Primary (Filt + Cond)","CAP","1.6728064","TON"
"Fuel Comb - Residential - Other","CT","Ammonia","CAP","1.6718881","TON"
"Fuel Comb - Residential - Oil","SC","Ammonia","CAP","1.6710007565","TON"
"Industrial Processes - Petroleum Refineries","IA","Volatile Organic Compounds","CAP","1.671","TON"
"Fuel Comb - Electric Generation - Other","CT","Sulfur Dioxide","CAP","1.6701620001596","TON"
"Industrial Processes - Mining","WI","Sulfur Dioxide","CAP","1.669915","TON"
"Fuel Comb - Comm/Institutional - Oil","MT","PM2.5 Primary (Filt + Cond)","CAP","1.6695468675","TON"
"Fuel Comb - Residential - Other","MT","Ammonia","CAP","1.66798461","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","PR","Volatile Organic Compounds","CAP","1.6622","TON"
"Fuel Comb - Residential - Other","ID","Sulfur Dioxide","CAP","1.656893112","TON"
"Fuel Comb - Electric Generation - Oil","MS","PM10 Primary (Filt + Cond)","CAP","1.6529169","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MN","Ammonia","CAP","1.6504213965","TON"
"Industrial Processes - Oil & Gas Production","MS","Ammonia","CAP","1.65","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","VA","Ammonia","CAP","1.649552","TON"
"Gas Stations","PA","Nitrogen Oxides","CAP","1.6495","TON"
"Fuel Comb - Comm/Institutional - Oil","GA","PM10 Primary (Filt + Cond)","CAP","1.6488613526","TON"
"Industrial Processes - Mining","UT","Ammonia","CAP","1.647","TON"
"Fuel Comb - Residential - Oil","NV","Carbon Monoxide","CAP","1.642337025","TON"
"Fuel Comb - Residential - Other","ND","PM10 Primary (Filt + Cond)","CAP","1.64069819","TON"
"Bulk Gasoline Terminals","AL","Nitrogen Oxides","CAP","1.64005","TON"
"Solvent - Dry Cleaning","ND","Volatile Organic Compounds","CAP","1.639998","TON"
"Bulk Gasoline Terminals","AR","Carbon Monoxide","CAP","1.63","TON"
"Miscellaneous Non-Industrial NEC","MD","Sulfur Dioxide","CAP","1.6271651","TON"
"Fuel Comb - Comm/Institutional - Oil","NM","Sulfur Dioxide","CAP","1.6266232579","TON"
"Fuel Comb - Residential - Other","VT","PM10 Primary (Filt + Cond)","CAP","1.6251615","TON"
"Fuel Comb - Residential - Other","MS","Ammonia","CAP","1.6240638","TON"
"Fuel Comb - Comm/Institutional - Biomass","RI","Volatile Organic Compounds","CAP","1.6235","TON"
"Solvent - Graphic Arts","KS","Ammonia","CAP","1.623","TON"
"Fuel Comb - Electric Generation - Oil","MS","PM2.5 Primary (Filt + Cond)","CAP","1.622916988","TON"
"Fuel Comb - Residential - Other","WA","Ammonia","CAP","1.61820843","TON"
"Fuel Comb - Electric Generation - Oil","KS","Ammonia","CAP","1.6161334","TON"
"Industrial Processes - Storage and Transfer","CT","Nitrogen Oxides","CAP","1.61419","TON"
"Fuel Comb - Industrial Boilers, ICEs - Coal","LA","Ammonia","CAP","1.6135920325","TON"
"Fuel Comb - Residential - Oil","TN","Ammonia","CAP","1.6087503644","TON"
"Miscellaneous Non-Industrial NEC","WV","Sulfur Dioxide","CAP","1.60865033","TON"
"Industrial Processes - Ferrous Metals","RI","Volatile Organic Compounds","CAP","1.6075","TON"
"Fuel Comb - Residential - Natural Gas","HI","Volatile Organic Compounds","CAP","1.6032527","TON"
"Fuel Comb - Electric Generation - Biomass","SD","PM2.5 Primary (Filt + Cond)","CAP","1.6","TON"
"Fuel Comb - Electric Generation - Biomass","SD","PM10 Primary (Filt + Cond)","CAP","1.6","TON"
"Mobile - Non-Road Equipment - Other","MS","Sulfur Dioxide","CAP","1.59905295841567700014040223579","TON"
"Fuel Comb - Comm/Institutional - Other","NY","Ammonia","CAP","1.599035","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","UT","Ammonia","CAP","1.5967949534","TON"
"Industrial Processes - Storage and Transfer","NY","Sulfur Dioxide","CAP","1.5935","TON"
"Fuel Comb - Residential - Other","FL","Sulfur Dioxide","CAP","1.59313115","TON"
"Industrial Processes - Non-ferrous Metals","LA","Sulfur Dioxide","CAP","1.5925","TON"
"Industrial Processes - Storage and Transfer","GA","Ammonia","CAP","1.59","TON"
"Industrial Processes - NEC","AK","Ammonia","CAP","1.59","TON"
"Mobile - Commercial Marine Vessels","GA","Ammonia","CAP","1.5890132650829","TON"
"Industrial Processes - Pulp & Paper","AZ","Nitrogen Oxides","CAP","1.588155","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","DE","Ammonia","CAP","1.584716068","TON"
"Fuel Comb - Residential - Natural Gas","AK","Sulfur Dioxide","CAP","1.584517561","TON"
"Fuel Comb - Residential - Other","ME","Ammonia","CAP","1.5762395","TON"
"Fuel Comb - Residential - Other","OK","PM2.5 Primary (Filt + Cond)","CAP","1.5725747","TON"
"Fires - Wildfires","NH","Sulfur Dioxide","CAP","1.569653","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MD","PM10 Primary (Filt + Cond)","CAP","1.567069","TON"
"Fuel Comb - Electric Generation - Other","AK","PM10 Primary (Filt + Cond)","CAP","1.56","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","NJ","Ammonia","CAP","1.5529496","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","AK","Sulfur Dioxide","CAP","1.550054303714953","TON"
"Industrial Processes - Mining","CO","Ammonia","CAP","1.55","TON"
"Fires - Wildfires","CT","Sulfur Dioxide","CAP","1.546784","TON"
"Fuel Comb - Residential - Other","ND","Ammonia","CAP","1.54598401","TON"
"Industrial Processes - Pulp & Paper","IL","Carbon Monoxide","CAP","1.5432","TON"
"Fuel Comb - Comm/Institutional - Biomass","UT","Sulfur Dioxide","CAP","1.537499428","TON"
"Fuel Comb - Residential - Other","VT","Ammonia","CAP","1.5313417","TON"
"Solvent - Graphic Arts","AR","Nitrogen Oxides","CAP","1.527","TON"
"Fuel Comb - Comm/Institutional - Other","AZ","Volatile Organic Compounds","CAP","1.52647629","TON"
"Fuel Comb - Industrial Boilers, ICEs - Coal","WA","Ammonia","CAP","1.526399421","TON"
"Fuel Comb - Electric Generation - Oil","NE","Volatile Organic Compounds","CAP","1.5251244","TON"
"Fuel Comb - Electric Generation - Oil","MS","Sulfur Dioxide","CAP","1.5225","TON"
"Fuel Comb - Comm/Institutional - Biomass","KS","Ammonia","CAP","1.519952537","TON"
"Fuel Comb - Comm/Institutional - Oil","WI","Ammonia","CAP","1.51968579885","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","RI","Ammonia","CAP","1.51805915","TON"
"Industrial Processes - Ferrous Metals","WI","Ammonia","CAP","1.518045","TON"
"Fuel Comb - Comm/Institutional - Biomass","IL","Carbon Monoxide","CAP","1.51728","TON"
"Fuel Comb - Comm/Institutional - Oil","ID","PM10 Primary (Filt + Cond)","CAP","1.5153365319","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","ND","Sulfur Dioxide","CAP","1.512500084","TON"
"Fuel Comb - Electric Generation - Oil","CO","PM10 Primary (Filt + Cond)","CAP","1.510023","TON"
"Solvent - Dry Cleaning","NC","PM10 Primary (Filt + Cond)","CAP","1.51","TON"
"Solvent - Dry Cleaning","NC","PM2.5 Primary (Filt + Cond)","CAP","1.51","TON"
"Solvent - Graphic Arts","LA","Nitrogen Oxides","CAP","1.5085","TON"
"Fuel Comb - Comm/Institutional - Other","KY","PM10 Primary (Filt + Cond)","CAP","1.5070039418","TON"
"Fuel Comb - Electric Generation - Oil","OK","PM10 Primary (Filt + Cond)","CAP","1.506","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","PR","Sulfur Dioxide","CAP","1.5053491564","TON"
"Fuel Comb - Electric Generation - Oil","CO","PM2.5 Primary (Filt + Cond)","CAP","1.5053011","TON"
"Fuel Comb - Comm/Institutional - Oil","KS","Volatile Organic Compounds","CAP","1.50037752082","TON"
"Fires - Agricultural Field Burning","MA","PM2.5 Primary (Filt + Cond)","CAP","1.500012","TON"
"Fires - Agricultural Field Burning","MD","PM2.5 Primary (Filt + Cond)","CAP","1.500012","TON"
"Mobile - Commercial Marine Vessels","PR","Ammonia","CAP","1.49864766888","TON"
"Solvent - Graphic Arts","OH","PM10 Primary (Filt + Cond)","CAP","1.4984","TON"
"Solvent - Graphic Arts","IL","Nitrogen Oxides","CAP","1.495621","TON"
"Bulk Gasoline Terminals","IN","Sulfur Dioxide","CAP","1.4952","TON"
"Industrial Processes - Petroleum Refineries","NY","Volatile Organic Compounds","CAP","1.494496","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","NC","Ammonia","CAP","1.4868185441","TON"
"Mobile - Locomotives","RI","PM10 Primary (Filt + Cond)","CAP","1.482826","TON"
"Fuel Comb - Comm/Institutional - Other","UT","PM10 Primary (Filt + Cond)","CAP","1.48110182025","TON"
"Industrial Processes - Ferrous Metals","SC","Ammonia","CAP","1.48","TON"
"Fuel Comb - Comm/Institutional - Oil","GA","PM2.5 Primary (Filt + Cond)","CAP","1.4792292712","TON"
"Industrial Processes - Chemical Manuf","MA","Carbon Monoxide","CAP","1.475","TON"
"Fuel Comb - Comm/Institutional - Other","UT","PM2.5 Primary (Filt + Cond)","CAP","1.47310144966","TON"
"Fuel Comb - Comm/Institutional - Oil","NM","Volatile Organic Compounds","CAP","1.472959347119","TON"
"Fuel Comb - Residential - Other","NE","PM2.5 Primary (Filt + Cond)","CAP","1.47150512","TON"
"Industrial Processes - Oil & Gas Production","GA","PM10 Primary (Filt + Cond)","CAP","1.47","TON"
"Industrial Processes - Oil & Gas Production","GA","PM2.5 Primary (Filt + Cond)","CAP","1.47","TON"
"Fuel Comb - Residential - Other","CT","PM2.5 Primary (Filt + Cond)","CAP","1.4672223","TON"
"Fuel Comb - Comm/Institutional - Other","KY","PM2.5 Primary (Filt + Cond)","CAP","1.4668992414","TON"
"Fuel Comb - Comm/Institutional - Other","MO","PM10 Primary (Filt + Cond)","CAP","1.465393141","TON"
"Fuel Comb - Residential - Other","MT","PM2.5 Primary (Filt + Cond)","CAP","1.46379618","TON"
"Fuel Comb - Residential - Other","AR","Sulfur Dioxide","CAP","1.45927417","TON"
"Fuel Comb - Residential - Other","AL","Sulfur Dioxide","CAP","1.45329874","TON"
"Fuel Comb - Residential - Oil","CO","PM10 Primary (Filt + Cond)","CAP","1.4476353418","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VI","Nitrogen Oxides","CAP","1.44685635","TON"
"Solvent - Industrial Surface Coating & Solvent Use","TN","Sulfur Dioxide","CAP","1.446676468","TON"
"Fuel Comb - Residential - Other","NM","Sulfur Dioxide","CAP","1.438956278","TON"
"Fuel Comb - Electric Generation - Oil","IA","Ammonia","CAP","1.437669","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MO","Ammonia","CAP","1.4368703617","TON"
"Industrial Processes - Storage and Transfer","MA","Ammonia","CAP","1.436","TON"
"Fuel Comb - Comm/Institutional - Oil","ID","PM2.5 Primary (Filt + Cond)","CAP","1.43365337186","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","NV","Sulfur Dioxide","CAP","1.426339647","TON"
"Fuel Comb - Residential - Other","MS","PM2.5 Primary (Filt + Cond)","CAP","1.4252529","TON"
"Industrial Processes - Mining","UT","Sulfur Dioxide","CAP","1.4247","TON"
"Fuel Comb - Residential - Other","WA","PM2.5 Primary (Filt + Cond)","CAP","1.420114056","TON"
"Fuel Comb - Residential - Other","SC","Sulfur Dioxide","CAP","1.41624937","TON"
"Solvent - Graphic Arts","CO","Nitrogen Oxides","CAP","1.415873","TON"
"Mobile - Locomotives","MD","Ammonia","CAP","1.40997366","TON"
"Fuel Comb - Electric Generation - Oil","ND","Volatile Organic Compounds","CAP","1.4","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","ND","PM10 Primary (Filt + Cond)","CAP","1.4","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VT","Sulfur Dioxide","CAP","1.38834285","TON"
"Fuel Comb - Residential - Other","ME","PM2.5 Primary (Filt + Cond)","CAP","1.3832829","TON"
"Industrial Processes - Non-ferrous Metals","AZ","Ammonia","CAP","1.3820001","TON"
"Fuel Comb - Residential - Other","FL","PM10 Primary (Filt + Cond)","CAP","1.38071372","TON"
"Fuel Comb - Industrial Boilers, ICEs - Coal","VA","Ammonia","CAP","1.3774090115","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","AZ","Ammonia","CAP","1.37387495","TON"
"Fuel Comb - Industrial Boilers, ICEs - Coal","AZ","Volatile Organic Compounds","CAP","1.37383945","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MT","Sulfur Dioxide","CAP","1.373231305157","TON"
"Solvent - Graphic Arts","OH","PM2.5 Primary (Filt + Cond)","CAP","1.3715","TON"
"Mobile - Locomotives","RI","PM2.5 Primary (Filt + Cond)","CAP","1.3642","TON"
"Fuel Comb - Electric Generation - Other","IA","Volatile Organic Compounds","CAP","1.36","TON"
"Fuel Comb - Electric Generation - Oil","CO","Volatile Organic Compounds","CAP","1.358631","TON"
"Fuel Comb - Residential - Other","ND","PM2.5 Primary (Filt + Cond)","CAP","1.35673073","TON"
"Fuel Comb - Electric Generation - Oil","OK","PM2.5 Primary (Filt + Cond)","CAP","1.3564487","TON"
"Fuel Comb - Comm/Institutional - Biomass","VI","Nitrogen Oxides","CAP","1.3462369","TON"
"Mobile - Commercial Marine Vessels","IA","Ammonia","CAP","1.345695264971","TON"
"Fuel Comb - Residential - Other","VT","PM2.5 Primary (Filt + Cond)","CAP","1.34388346","TON"
"Fuel Comb - Residential - Oil","MT","Ammonia","CAP","1.34325022101","TON"
"Fuel Comb - Residential - Other","NJ","PM10 Primary (Filt + Cond)","CAP","1.3418994","TON"
"Fuel Comb - Residential - Other","NJ","Volatile Organic Compounds","CAP","1.3418994","TON"
"Fuel Comb - Residential - Other","NJ","Ammonia","CAP","1.3418994","TON"
"Fuel Comb - Residential - Oil","IL","Volatile Organic Compounds","CAP","1.3412250372","TON"
"Bulk Gasoline Terminals","PA","PM2.5 Primary (Filt + Cond)","CAP","1.3407","TON"
"Bulk Gasoline Terminals","PA","PM10 Primary (Filt + Cond)","CAP","1.3407","TON"
"Fuel Comb - Electric Generation - Natural Gas","AK","Ammonia","CAP","1.34","TON"
"Fuel Comb - Industrial Boilers, ICEs - Coal","NM","Volatile Organic Compounds","CAP","1.334615355","TON"
"Industrial Processes - Pulp & Paper","AZ","Carbon Monoxide","CAP","1.33405","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","AK","Ammonia","CAP","1.321249868","TON"
"Fuel Comb - Comm/Institutional - Biomass","ID","Ammonia","CAP","1.314999732","TON"
"Fuel Comb - Comm/Institutional - Oil","IA","Ammonia","CAP","1.3118933302","TON"
"Solvent - Graphic Arts","MS","PM10 Primary (Filt + Cond)","CAP","1.31","TON"
"Fuel Comb - Industrial Boilers, ICEs - Coal","KS","Volatile Organic Compounds","CAP","1.3076551118","TON"
"Fuel Comb - Residential - Other","SD","Sulfur Dioxide","CAP","1.30510041","TON"
"Solvent - Industrial Surface Coating & Solvent Use","NC","Sulfur Dioxide","CAP","1.30390763","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","ME","Sulfur Dioxide","CAP","1.30304371","TON"
"Fuel Comb - Comm/Institutional - Biomass","SC","Ammonia","CAP","1.30265881","TON"
"Fuel Comb - Residential - Other","FL","Ammonia","CAP","1.30100797","TON"
"Industrial Processes - Non-ferrous Metals","DE","Nitrogen Oxides","CAP","1.3","TON"
"Solvent - Graphic Arts","MS","PM2.5 Primary (Filt + Cond)","CAP","1.3","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","ND","PM2.5 Primary (Filt + Cond)","CAP","1.3","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MD","PM2.5 Primary (Filt + Cond)","CAP","1.299466","TON"
"Fuel Comb - Comm/Institutional - Other","KY","Sulfur Dioxide","CAP","1.29751285","TON"
"Fuel Comb - Electric Generation - Natural Gas","WY","Sulfur Dioxide","CAP","1.296912598","TON"
"Industrial Processes - Cement Manuf","MT","Ammonia","CAP","1.2958","TON"
"Fuel Comb - Residential - Oil","CO","PM2.5 Primary (Filt + Cond)","CAP","1.2955717455","TON"
